train_eps_1,train_eps_2,train_eps_3,train_eps_4,train_eps_5,train_eps_6,train_eps_7,train_eps_8,train_eps_9,train_eps_10,train_eps_11,train_eps_12,train_eps_13
-0.38446175562646,-0.358574391914642,-0.355133154931029,-0.233469811054322,-0.32350147214403,-0.34585215631063,-0.365200396306691,-0.480261791489931,-0.514214770412447,-0.29742240251743,-0.384286646728803,-0.524262618465763,-0.540578151425054
-0.524010149242887,-0.602329463399011,-0.673207838446283,-0.514872927159396,-0.527985919022405,-0.588532108403145,-0.567197252808493,-0.609158689676687,-0.67021262462358,-0.719233779317692,-0.711869859848613,-0.0822068349126488,-0.0068798623284869
-0.633761949606218,-0.43822532143717,-0.602480059636772,-0.446602456021158,-0.426040130834839,-0.437979959023002,-0.6986855727281,-0.710234611595104,-0.883639896481136,-0.806952390838627,-0.664519442397229,-0.516283716255801,-0.206209637493419
-0.499877594125961,-0.553036332836868,-0.544168247959914,-0.584589269986672,-0.311863203186597,-0.461864506659868,-0.337310142254992,-0.480202299784736,-0.523981697036827,-0.549224139877785,-0.780649171367892,-1.01532821006698,-0.754418478588891
0.123619951074958,-0.0525825943010968,-0.0361229263808109,-0.16395658933139,0.0154376118693291,-0.0487577840186408,-0.0196466141036768,-0.0308626317463784,-0.010026449435609,-0.0682433689184328,-0.0300385974587019,-0.536811928553117,-0.677886152618338
-0.310116934408815,-0.428011676698396,-0.313473994755483,-0.187634796386067,-0.214263571763794,-0.19871778265208,-0.253481245770548,-0.186089874489767,-0.151347170272094,-0.262837324732036,-0.0276595599176117,0.00565107349712898,-0.086147397053456
-0.426601892704378,-0.537389377015436,-0.558461198647672,-0.67787186900901,-0.569726544565093,-0.602848855923243,-0.533530985483487,-0.305098071921442,-0.363555066481196,-0.411929383924332,-0.457267137269298,-0.401651117232848,-0.427346839903622
-0.118856199783203,-0.112183578369653,-0.380842193048839,-0.268304446934042,-0.21233674288059,-0.129543750993171,-0.0991277561596413,-0.0722101752634339,-0.0741785764030138,-0.13304703378817,-0.130999896455652,-0.0536971132195554,-0.0910094786229256
-0.222055758378531,-0.41605328531918,-0.323000347814828,-0.375665310885744,-0.221575168397009,-0.218460734579594,-0.265453203836883,-0.229524174339659,-0.226136503643704,-0.214185199383292,-0.208979142168522,-0.501386884689778,-0.904576670700467
-0.620749879840778,-0.735779509443682,-0.558362176452963,-0.586060249041972,-0.599174204478215,-0.64894724873662,-0.670023959814034,-0.441733226409597,-0.425457930748904,-0.575049052397087,-0.448941617058743,-0.877215249561157,-0.545967628816842
